Entity,Code,Year,Deaths - Drug use disorders - Sex: Both - Age: Under 5 (Number),Deaths - Drug use disorders - Sex: Both - Age: 70+ years (Number),Deaths - Drug use disorders - Sex: Both - Age: 15-49 years (Number),Deaths - Drug use disorders - Sex: Both - Age: 50-69 years (Number),Deaths - Drug use disorders - Sex: Both - Age: 5-14 years (Number)
Greece,GRC,2017,0,10,155,17,0
Greece,GRC,2018,0,11,157,17,0
Greece,GRC,2019,0,11,158,17,0
Greenland,GRL,1990,0,0,1,0,0
Greenland,GRL,1991,0,0,1,0,0
Greenland,GRL,1992,0,0,1,0,0
Greenland,GRL,1993,0,0,1,0,0
Greenland,GRL,1994,0,0,1,0,0
Greenland,GRL,1995,0,0,1,0,0
Greenland,GRL,1996,0,0,1,0,0
Greenland,GRL,1997,0,0,1,0,0
Greenland,GRL,1998,0,0,1,0,0
Greenland,GRL,1999,0,0,1,0,0
Greenland,GRL,2000,0,0,1,0,0
Greenland,GRL,2001,0,0,1,0,0
Greenland,GRL,2002,0,0,1,0,0
Greenland,GRL,2003,0,0,1,0,0
Greenland,GRL,2004,0,0,1,0,0
Greenland,GRL,2005,0,0,1,0,0
Greenland,GRL,2006,0,0,1,0,0
Greenland,GRL,2007,0,0,1,0,0
Greenland,GRL,2008,0,0,1,0,0
Greenland,GRL,2009,0,0,1,0,0
Greenland,GRL,2010,0,0,1,0,0
Greenland,GRL,2011,0,0,1,0,0
Greenland,GRL,2012,0,0,1,0,0
Greenland,GRL,2013,0,0,1,1,0
Greenland,GRL,2014,0,0,1,1,0
Greenland,GRL,2015,0,0,1,1,0
Greenland,GRL,2016,0,0,1,1,0
Greenland,GRL,2017,0,0,1,1,0
Greenland,GRL,2018,0,0,1,1,0
Greenland,GRL,2019,0,0,1,1,0
Grenada,GRD,1990,0,0,0,0,0
Grenada,GRD,1991,0,0,0,0,0
Grenada,GRD,1992,0,0,0,0,0
Grenada,GRD,1993,0,0,0,0,0
Grenada,GRD,1994,0,0,0,0,0
Grenada,GRD,1995,0,0,0,0,0
Grenada,GRD,1996,0,0,1,0,0
Grenada,GRD,1997,0,0,1,0,0
Grenada,GRD,1998,0,0,1,0,0
Grenada,GRD,1999,0,0,1,0,0
Grenada,GRD,2000,0,0,1,0,0
Grenada,GRD,2001,0,0,1,0,0
Grenada,GRD,2002,0,0,1,0,0
Grenada,GRD,2003,0,0,1,0,0
Grenada,GRD,2004,0,0,1,0,0
Grenada,GRD,2005,0,0,1,0,0
Grenada,GRD,2006,0,0,1,0,0
Grenada,GRD,2007,0,0,1,0,0
Grenada,GRD,2008,0,0,1,0,0
Grenada,GRD,2009,0,0,1,0,0
Grenada,GRD,2010,0,0,1,0,0
Grenada,GRD,2011,0,0,1,0,0
Grenada,GRD,2012,0,0,1,0,0
Grenada,GRD,2013,0,0,1,0,0
Grenada,GRD,2014,0,0,1,0,0
Grenada,GRD,2015,0,0,1,0,0
Grenada,GRD,2016,0,0,1,0,0
Grenada,GRD,2017,0,0,1,0,0
Grenada,GRD,2018,0,0,1,0,0
Grenada,GRD,2019,0,0,1,0,0
Guam,GUM,1990,0,0,0,0,0
Guam,GUM,1991,0,0,0,0,0
Guam,GUM,1992,0,0,0,0,0
Guam,GUM,1993,0,0,0,0,0
Guam,GUM,1994,0,0,0,0,0
Guam,GUM,1995,0,0,1,0,0
Guam,GUM,1996,0,0,1,0,0
Guam,GUM,1997,0,0,1,0,0
Guam,GUM,1998,0,0,1,0,0
Guam,GUM,1999,0,0,0,0,0
Guam,GUM,2000,0,0,0,0,0
Guam,GUM,2001,0,0,0,0,0
Guam,GUM,2002,0,0,1,0,0
Guam,GUM,2003,0,0,1,0,0
Guam,GUM,2004,0,0,1,0,0
Guam,GUM,2005,0,0,1,0,0
Guam,GUM,2006,0,0,1,0,0
Guam,GUM,2007,0,0,1,0,0
Guam,GUM,2008,0,0,1,0,0
Guam,GUM,2009,0,0,1,0,0
Guam,GUM,2010,0,0,1,0,0
Guam,GUM,2011,0,0,1,0,0
Guam,GUM,2012,0,0,1,0,0
Guam,GUM,2013,0,0,1,0,0
Guam,GUM,2014,0,0,1,0,0
Guam,GUM,2015,0,0,1,0,0
Guam,GUM,2016,0,0,1,0,0
Guam,GUM,2017,0,0,1,0,0
Guam,GUM,2018,0,0,1,0,0
Guam,GUM,2019,0,0,1,0,0
Guatemala,GTM,1990,0,3,44,18,0
Guatemala,GTM,1991,0,4,48,20,0
Guatemala,GTM,1992,0,4,52,21,0
Guatemala,GTM,1993,0,5,58,23,0
Guatemala,GTM,1994,0,5,61,24,0
Guatemala,GTM,1995,0,5,58,22,0
Guatemala,GTM,1996,0,5,58,22,0
Guatemala,GTM,1997,0,5,60,22,0
Guatemala,GTM,1998,0,5,64,24,0
Guatemala,GTM,1999,0,5,62,22,0
Guatemala,GTM,2000,0,5,54,18,0
Guatemala,GTM,2001,0,4,45,15,0
Guatemala,GTM,2002,0,3,35,11,0
Guatemala,GTM,2003,0,3,30,9,0
Guatemala,GTM,2004,0,3,26,7,0
Guatemala,GTM,2005,0,2,22,6,0
Guatemala,GTM,2006,0,2,24,6,0
Guatemala,GTM,2007,0,3,26,7,0
Guatemala,GTM,2008,0,3,34,9,0
Guatemala,GTM,2009,0,4,48,13,0
Guatemala,GTM,2010,0,5,59,14,0
Guatemala,GTM,2011,0,7,89,21,0
Guatemala,GTM,2012,0,8,109,25,0
Guatemala,GTM,2013,0,9,122,29,1
Guatemala,GTM,2014,0,9,130,32,1
Guatemala,GTM,2015,0,10,141,35,2
Guatemala,GTM,2016,1,11,154,37,2
Guatemala,GTM,2017,0,11,163,37,2
Guatemala,GTM,2018,0,12,162,37,0
Guatemala,GTM,2019,0,12,168,38,0
Guinea,GIN,1990,0,1,3,1,0
Guinea,GIN,1991,0,1,4,1,0
Guinea,GIN,1992,0,2,4,1,0
Guinea,GIN,1993,0,2,4,1,0
Guinea,GIN,1994,0,2,4,1,0
Guinea,GIN,1995,0,2,4,1,0
Guinea,GIN,1996,0,2,4,1,0
Guinea,GIN,1997,0,2,4,1,0
Guinea,GIN,1998,0,2,5,2,0
Guinea,GIN,1999,0,2,5,2,0
Guinea,GIN,2000,0,2,5,2,0
Guinea,GIN,2001,0,2,5,2,0
Guinea,GIN,2002,0,2,5,2,0
Guinea,GIN,2003,0,2,5,2,0
Guinea,GIN,2004,0,2,5,2,0
Guinea,GIN,2005,0,2,6,2,0
Guinea,GIN,2006,0,2,6,2,0
Guinea,GIN,2007,0,2,6,2,0
Guinea,GIN,2008,0,2,7,2,0
Guinea,GIN,2009,0,2,7,2,0
Guinea,GIN,2010,0,2,7,2,0
Guinea,GIN,2011,0,2,8,2,0
Guinea,GIN,2012,0,2,8,2,0
Guinea,GIN,2013,0,2,9,2,0
Guinea,GIN,2014,0,2,9,3,0
Guinea,GIN,2015,0,2,10,3,0
Guinea,GIN,2016,0,2,10,3,0
Guinea,GIN,2017,0,3,11,3,0
Guinea,GIN,2018,0,3,11,3,0
Guinea,GIN,2019,0,3,12,3,0
Guinea-Bissau,GNB,1990,0,0,1,0,0
Guinea-Bissau,GNB,1991,0,0,1,0,0
Guinea-Bissau,GNB,1992,0,0,1,0,0
Guinea-Bissau,GNB,1993,0,0,1,0,0
Guinea-Bissau,GNB,1994,0,0,1,0,0
Guinea-Bissau,GNB,1995,0,0,1,0,0
Guinea-Bissau,GNB,1996,0,0,1,0,0
Guinea-Bissau,GNB,1997,0,0,1,0,0
Guinea-Bissau,GNB,1998,0,0,1,0,0
Guinea-Bissau,GNB,1999,0,0,1,0,0
Guinea-Bissau,GNB,2000,0,0,1,0,0
Guinea-Bissau,GNB,2001,0,0,1,0,0
Guinea-Bissau,GNB,2002,0,0,1,0,0
Guinea-Bissau,GNB,2003,0,0,2,0,0
Guinea-Bissau,GNB,2004,0,0,2,0,0
Guinea-Bissau,GNB,2005,0,0,2,0,0
Guinea-Bissau,GNB,2006,0,0,2,0,0
Guinea-Bissau,GNB,2007,0,0,2,0,0
Guinea-Bissau,GNB,2008,0,0,2,0,0
Guinea-Bissau,GNB,2009,0,0,2,0,0
Guinea-Bissau,GNB,2010,0,0,2,0,0
Guinea-Bissau,GNB,2011,0,0,2,0,0
Guinea-Bissau,GNB,2012,0,0,2,0,0
Guinea-Bissau,GNB,2013,0,0,2,0,0
Guinea-Bissau,GNB,2014,0,0,2,0,0
Guinea-Bissau,GNB,2015,0,0,2,1,0
Guinea-Bissau,GNB,2016,0,0,3,1,0
Guinea-Bissau,GNB,2017,0,0,3,1,0
Guinea-Bissau,GNB,2018,0,0,3,1,0
Guinea-Bissau,GNB,2019,0,0,3,1,0
Guyana,GUY,1990,0,0,0,0,0
Guyana,GUY,1991,0,0,0,0,0
Guyana,GUY,1992,0,0,0,0,0
Guyana,GUY,1993,0,0,1,0,0
Guyana,GUY,1994,0,0,1,0,0
Guyana,GUY,1995,0,0,1,0,0
Guyana,GUY,1996,0,0,1,0,0
Guyana,GUY,1997,0,0,1,0,0
Guyana,GUY,1998,0,0,1,0,0
Guyana,GUY,1999,0,0,1,0,0
Guyana,GUY,2000,0,0,1,0,0
Guyana,GUY,2001,0,0,1,0,0
Guyana,GUY,2002,0,0,1,0,0
Guyana,GUY,2003,0,0,1,0,0
Guyana,GUY,2004,0,0,1,0,0
Guyana,GUY,2005,0,0,1,0,0
Guyana,GUY,2006,0,0,1,0,0
Guyana,GUY,2007,0,0,1,0,0
Guyana,GUY,2008,0,0,1,0,0
Guyana,GUY,2009,0,0,1,0,0
Guyana,GUY,2010,0,0,1,0,0
Guyana,GUY,2011,0,0,1,0,0
Guyana,GUY,2012,0,0,1,0,0
Guyana,GUY,2013,0,0,1,0,0
Guyana,GUY,2014,0,0,1,0,0
Guyana,GUY,2015,0,0,1,0,0
Guyana,GUY,2016,0,0,1,0,0
Guyana,GUY,2017,0,0,1,0,0
Guyana,GUY,2018,0,0,2,0,0
Guyana,GUY,2019,0,0,2,0,0
Haiti,HTI,1990,0,0,11,2,0
Haiti,HTI,1991,0,0,10,2,0
Haiti,HTI,1992,0,0,11,2,0
Haiti,HTI,1993,0,1,11,2,0
Haiti,HTI,1994,0,1,12,2,0
Haiti,HTI,1995,0,1,12,2,0
Haiti,HTI,1996,0,1,13,2,0
Haiti,HTI,1997,0,1,14,2,0
Haiti,HTI,1998,0,1,13,2,0
Haiti,HTI,1999,0,1,15,2,0
Haiti,HTI,2000,0,1,15,2,0
Haiti,HTI,2001,0,1,16,2,0
Haiti,HTI,2002,0,1,17,2,0
Haiti,HTI,2003,0,1,18,3,0
Haiti,HTI,2004,0,1,19,3,0
Haiti,HTI,2005,0,1,19,3,0
Haiti,HTI,2006,0,1,20,3,0
Haiti,HTI,2007,0,1,21,3,0
Haiti,HTI,2008,0,1,22,3,0
Haiti,HTI,2009,0,1,22,3,0
Haiti,HTI,2010,0,1,23,3,0
Haiti,HTI,2011,0,1,24,4,0
Haiti,HTI,2012,0,1,25,4,0
Haiti,HTI,2013,0,1,27,4,0
Haiti,HTI,2014,0,1,28,4,0
Haiti,HTI,2015,0,1,30,4,0
Haiti,HTI,2016,0,1,31,5,0
Haiti,HTI,2017,0,2,32,5,0
Haiti,HTI,2018,0,2,34,5,0
Haiti,HTI,2019,0,2,35,5,0
Honduras,HND,1990,0,4,17,7,0
Honduras,HND,1991,0,4,17,7,0
Honduras,HND,1992,0,4,18,7,0
Honduras,HND,1993,0,4,19,8,0
Honduras,HND,1994,0,5,20,8,0
Honduras,HND,1995,0,5,21,9,0
Honduras,HND,1996,0,5,21,9,0
Honduras,HND,1997,0,6,22,10,0
Honduras,HND,1998,0,6,23,10,0
Honduras,HND,1999,0,6,24,11,0
Honduras,HND,2000,0,7,25,11,0
Honduras,HND,2001,0,7,26,12,0
Honduras,HND,2002,0,8,28,13,0
Honduras,HND,2003,0,8,30,14,0
Honduras,HND,2004,0,9,31,15,0
Honduras,HND,2005,0,9,32,15,0
Honduras,HND,2006,0,10,32,16,0
Honduras,HND,2007,0,10,33,17,0
Honduras,HND,2008,0,11,33,18,0
Honduras,HND,2009,0,12,32,20,0
Honduras,HND,2010,0,14,31,21,0
Honduras,HND,2011,0,16,30,24,0
Honduras,HND,2012,0,19,27,28,0
Honduras,HND,2013,0,20,28,30,0
Honduras,HND,2014,0,21,30,31,0
Honduras,HND,2015,0,21,31,33,0
Honduras,HND,2016,0,22,33,34,0
Honduras,HND,2017,0,23,35,36,0
Honduras,HND,2018,0,25,37,38,0
Honduras,HND,2019,0,26,39,40,0
Hungary,HUN,1990,0,3,13,4,0
Hungary,HUN,1991,0,3,13,5,0
Hungary,HUN,1992,0,4,15,5,0
Hungary,HUN,1993,0,4,16,5,0
Hungary,HUN,1994,0,4,17,6,0
Hungary,HUN,1995,0,4,19,6,0
Hungary,HUN,1996,0,5,23,7,0
Hungary,HUN,1997,0,6,26,8,0
Hungary,HUN,1998,0,7,30,9,0
Hungary,HUN,1999,0,7,31,10,0
Hungary,HUN,2000,0,7,33,10,0
Hungary,HUN,2001,0,7,33,10,0
Hungary,HUN,2002,0,7,32,10,0
Hungary,HUN,2003,0,7,32,11,0
Hungary,HUN,2004,0,7,32,10,0
Hungary,HUN,2005,0,7,33,11,0
Hungary,HUN,2006,0,8,33,12,0
Hungary,HUN,2007,0,8,33,12,0
Hungary,HUN,2008,0,8,32,12,0
Hungary,HUN,2009,0,8,31,12,0
Hungary,HUN,2010,0,8,29,12,0
Hungary,HUN,2011,0,8,27,11,0
Hungary,HUN,2012,0,8,27,11,0
Hungary,HUN,2013,0,8,26,11,0
Hungary,HUN,2014,0,9,28,11,0
Hungary,HUN,2015,0,9,28,12,0
Hungary,HUN,2016,0,10,30,12,0
Hungary,HUN,2017,0,11,34,13,0
Hungary,HUN,2018,0,11,35,14,0
Hungary,HUN,2019,0,12,37,14,0
Iceland,ISL,1990,0,1,4,1,0
Iceland,ISL,1991,0,1,4,1,0
Iceland,ISL,1992,0,1,5,1,0
Iceland,ISL,1993,0,1,5,1,0
Iceland,ISL,1994,0,1,5,1,0
Iceland,ISL,1995,0,1,5,1,0
Iceland,ISL,1996,0,1,5,1,0
Iceland,ISL,1997,0,1,5,1,0
Iceland,ISL,1998,0,1,5,1,0
Iceland,ISL,1999,0,1,5,1,0
Iceland,ISL,2000,0,1,6,1,0
Iceland,ISL,2001,0,1,6,1,0
Iceland,ISL,2002,0,1,6,1,0
Iceland,ISL,2003,0,1,6,1,0
Iceland,ISL,2004,0,1,6,1,0
Iceland,ISL,2005,0,1,6,1,0
Iceland,ISL,2006,0,1,6,1,0
Iceland,ISL,2007,0,2,6,1,0
Iceland,ISL,2008,0,2,6,1,0
Iceland,ISL,2009,0,2,7,1,0
Iceland,ISL,2010,0,2,7,1,0
Iceland,ISL,2011,0,2,7,1,0
Iceland,ISL,2012,0,2,7,1,0
Iceland,ISL,2013,0,2,7,1,0
Iceland,ISL,2014,0,2,7,2,0
Iceland,ISL,2015,0,2,7,2,0
Iceland,ISL,2016,0,2,8,2,0
Iceland,ISL,2017,0,2,8,2,0
Iceland,ISL,2018,0,3,10,2,0
Iceland,ISL,2019,0,3,10,2,0
India,IND,1990,0,378,2019,1070,0
India,IND,1991,0,393,2075,1091,0
India,IND,1992,0,402,2105,1107,0
India,IND,1993,0,421,2183,1145,0
India,IND,1994,0,437,2290,1193,0
India,IND,1995,0,451,2344,1209,0
India,IND,1996,0,483,2446,1285,0
India,IND,1997,0,538,2660,1408,0
India,IND,1998,0,575,2809,1442,0
India,IND,1999,0,585,3013,1415,0
India,IND,2000,0,615,3087,1422,0
India,IND,2001,0,665,3141,1472,0
India,IND,2002,0,706,3205,1523,0
India,IND,2003,0,719,3244,1564,0
India,IND,2004,0,725,3426,1540,0
India,IND,2005,0,830,3828,1690,0
India,IND,2006,0,837,3631,1644,0
India,IND,2007,0,845,3580,1667,0
India,IND,2008,0,866,3574,1679,0
India,IND,2009,0,832,3638,1746,0
India,IND,2010,0,792,3620,1821,0
India,IND,2011,0,797,3567,1855,0
India,IND,2012,0,796,3377,1850,0
India,IND,2013,0,941,3564,1990,0
India,IND,2014,0,1022,3492,2111,0
India,IND,2015,0,1071,3541,2374,0
India,IND,2016,0,1133,3669,2503,0
India,IND,2017,0,1210,3801,2567,0
India,IND,2018,0,1321,4096,2666,0
India,IND,2019,0,1397,4294,2775,0
Indonesia,IDN,1990,0,15,202,40,0
Indonesia,IDN,1991,0,16,210,42,0
Indonesia,IDN,1992,0,17,220,43,0
Indonesia,IDN,1993,0,18,230,45,0
Indonesia,IDN,1994,0,19,239,47,0
Indonesia,IDN,1995,0,20,248,49,0
Indonesia,IDN,1996,0,22,258,51,0
Indonesia,IDN,1997,0,23,268,53,0
Indonesia,IDN,1998,0,24,278,55,0
Indonesia,IDN,1999,0,26,288,57,0
Indonesia,IDN,2000,0,27,299,60,0
Indonesia,IDN,2001,0,29,310,64,0
Indonesia,IDN,2002,0,31,323,68,0
Indonesia,IDN,2003,0,34,337,73,0
Indonesia,IDN,2004,0,36,349,78,0
Indonesia,IDN,2005,0,39,355,82,0
Indonesia,IDN,2006,0,41,352,86,0
Indonesia,IDN,2007,0,42,340,86,0
Indonesia,IDN,2008,0,44,341,90,0
Indonesia,IDN,2009,0,45,341,93,0
Indonesia,IDN,2010,0,47,341,97,0
Indonesia,IDN,2011,0,49,353,100,0
Indonesia,IDN,2012,0,54,348,113,0
Indonesia,IDN,2013,0,58,338,121,0
Indonesia,IDN,2014,0,62,330,132,0
Indonesia,IDN,2015,0,67,333,142,0
Indonesia,IDN,2016,0,68,336,145,0
Indonesia,IDN,2017,0,71,342,150,0
Indonesia,IDN,2018,0,73,346,157,0
Indonesia,IDN,2019,0,76,349,163,0
Iran,IRN,1990,0,45,822,173,0
Iran,IRN,1991,0,48,858,176,0
Iran,IRN,1992,0,52,896,180,0
Iran,IRN,1993,0,57,960,187,0
Iran,IRN,1994,0,62,1028,192,0
Iran,IRN,1995,0,68,1111,201,0
Iran,IRN,1996,0,77,1219,213,0
Iran,IRN,1997,0,85,1330,226,0
Iran,IRN,1998,0,94,1461,242,0
Iran,IRN,1999,0,102,1586,257,0
Iran,IRN,2000,0,114,1767,279,0
Iran,IRN,2001,0,126,1960,303,0
Iran,IRN,2002,0,136,2134,325,0
Iran,IRN,2003,0,146,2330,349,0
Iran,IRN,2004,0,161,2561,383,0
Iran,IRN,2005,0,170,2722,404,0
Iran,IRN,2006,0,175,2873,419,0
Iran,IRN,2007,0,183,3057,425,0
Iran,IRN,2008,0,187,3131,436,0
Iran,IRN,2009,0,188,3090,434,0
Iran,IRN,2010,0,187,3071,431,0
Iran,IRN,2011,0,178,2949,423,0
Iran,IRN,2012,0,165,2801,411,0
Iran,IRN,2013,0,148,2601,387,0
Iran,IRN,2014,0,146,2483,394,0
Iran,IRN,2015,0,155,2338,411,0
Iran,IRN,2016,0,162,2268,424,0
Iran,IRN,2017,0,167,2259,432,0
Iran,IRN,2018,0,171,2270,447,0
Iran,IRN,2019,0,178,2275,465,0
Iraq,IRQ,1990,0,9,94,19,0
Iraq,IRQ,1991,0,9,110,22,0
Iraq,IRQ,1992,0,10,129,24,0
Iraq,IRQ,1993,0,11,145,27,0
Iraq,IRQ,1994,0,11,162,29,0
Iraq,IRQ,1995,0,12,181,33,0
Iraq,IRQ,1996,0,13,201,36,0
Iraq,IRQ,1997,0,14,222,40,0
Iraq,IRQ,1998,0,15,241,43,0
Iraq,IRQ,1999,0,15,262,47,0
Iraq,IRQ,2000,0,16,281,50,0
Iraq,IRQ,2001,0,16,295,53,0
Iraq,IRQ,2002,0,17,308,56,0
Iraq,IRQ,2003,0,17,320,58,0
Iraq,IRQ,2004,0,18,326,61,0
Iraq,IRQ,2005,0,18,325,63,0
Iraq,IRQ,2006,0,18,328,65,0
Iraq,IRQ,2007,0,19,336,68,0
Iraq,IRQ,2008,0,21,344,71,0
Iraq,IRQ,2009,0,22,354,74,0
Iraq,IRQ,2010,0,22,370,78,0
Iraq,IRQ,2011,0,23,388,81,0
Iraq,IRQ,2012,0,24,401,84,0
Iraq,IRQ,2013,0,25,413,87,0
Iraq,IRQ,2014,0,26,423,90,0
Iraq,IRQ,2015,0,27,426,92,0
Iraq,IRQ,2016,0,28,429,96,0
Iraq,IRQ,2017,0,29,435,99,0
Iraq,IRQ,2018,0,32,443,106,0
Iraq,IRQ,2019,0,35,438,112,0
Ireland,IRL,1990,0,1,16,3,0
Ireland,IRL,1991,0,1,20,3,0
Ireland,IRL,1992,0,1,24,4,0
Ireland,IRL,1993,0,1,31,5,0
Ireland,IRL,1994,0,2,39,6,0
Ireland,IRL,1995,0,2,50,8,0
Ireland,IRL,1996,0,2,61,9,0
Ireland,IRL,1997,0,3,74,11,0
Ireland,IRL,1998,0,3,83,12,0
Ireland,IRL,1999,0,4,93,14,0
Ireland,IRL,2000,0,4,100,16,0
Ireland,IRL,2001,0,4,102,16,0
Ireland,IRL,2002,0,4,105,17,0
Ireland,IRL,2003,0,4,106,19,0
Ireland,IRL,2004,0,5,113,20,0
Ireland,IRL,2005,0,5,127,21,0
Ireland,IRL,2006,0,5,139,23,0
Ireland,IRL,2007,0,5,146,24,0
Ireland,IRL,2008,0,5,157,25,0
Ireland,IRL,2009,0,6,166,26,0
Ireland,IRL,2010,0,6,157,27,0
Ireland,IRL,2011,0,6,161,29,0
Ireland,IRL,2012,0,6,152,30,0
Ireland,IRL,2013,0,7,148,31,0
Ireland,IRL,2014,0,7,143,31,0
Ireland,IRL,2015,0,7,139,33,0
Ireland,IRL,2016,0,8,138,34,0
Ireland,IRL,2017,0,9,141,36,0
Ireland,IRL,2018,0,9,148,37,0
Ireland,IRL,2019,0,10,151,38,0
Israel,ISR,1990,0,18,26,7,0
Israel,ISR,1991,0,17,25,7,0
Israel,ISR,1992,0,16,24,7,0
Israel,ISR,1993,0,14,23,6,0
Israel,ISR,1994,0,11,22,5,0
Israel,ISR,1995,0,9,23,5,0
Israel,ISR,1996,0,8,26,5,0
Israel,ISR,1997,0,8,29,5,0
Israel,ISR,1998,0,9,35,6,0
Israel,ISR,1999,0,10,42,7,0
Israel,ISR,2000,0,11,56,8,0
Israel,ISR,2001,0,11,62,9,0
Israel,ISR,2002,0,11,64,10,0
Israel,ISR,2003,0,11,59,10,0
Israel,ISR,2004,0,11,54,10,0
Israel,ISR,2005,0,10,47,9,0
Israel,ISR,2006,0,10,42,8,0
Israel,ISR,2007,0,10,39,8,0
Israel,ISR,2008,0,10,36,8,0
Israel,ISR,2009,0,10,33,8,0
Israel,ISR,2010,0,10,30,7,0
Israel,ISR,2011,0,10,27,8,0
Israel,ISR,2012,0,10,25,8,0
Israel,ISR,2013,0,11,27,8,0
Israel,ISR,2014,0,11,27,8,0
Israel,ISR,2015,0,12,28,9,0
Israel,ISR,2016,0,12,29,9,0
Israel,ISR,2017,0,14,32,9,0
Israel,ISR,2018,0,15,35,10,0
Israel,ISR,2019,0,16,37,10,0
Italy,ITA,1990,0,38,838,47,0
Italy,ITA,1991,0,42,947,49,0
Italy,ITA,1992,0,44,981,50,0
Italy,ITA,1993,0,47,957,50,0
Italy,ITA,1994,0,50,967,51,0
Italy,ITA,1995,0,55,1001,53,0
Italy,ITA,1996,0,58,1003,51,0
Italy,ITA,1997,0,59,968,51,0
Italy,ITA,1998,0,60,931,50,0
Italy,ITA,1999,0,60,851,50,0
Italy,ITA,2000,0,59,790,48,0
Italy,ITA,2001,0,59,707,48,0
Italy,ITA,2002,0,60,624,46,0
Italy,ITA,2003,0,60,566,45,0
Italy,ITA,2004,0,59,535,44,0
Italy,ITA,2005,0,60,510,45,0
Italy,ITA,2006,0,60,487,45,0
Italy,ITA,2007,0,62,464,47,0
Italy,ITA,2008,0,66,431,48,0
Italy,ITA,2009,0,69,400,49,0
Italy,ITA,2010,0,73,371,50,0
Italy,ITA,2011,0,77,353,52,0
Italy,ITA,2012,0,84,346,55,0
Italy,ITA,2013,0,87,334,58,0
Italy,ITA,2014,0,89,323,61,0
Italy,ITA,2015,0,97,321,65,0
Italy,ITA,2016,0,98,317,67,0
Italy,ITA,2017,0,101,335,69,0
Italy,ITA,2018,0,107,359,72,0
Italy,ITA,2019,0,112,377,74,0
Jamaica,JAM,1990,0,1,1,1,0
Jamaica,JAM,1991,0,1,1,1,0
Jamaica,JAM,1992,0,1,1,1,0
Jamaica,JAM,1993,0,1,1,1,0
Jamaica,JAM,1994,0,1,1,1,0
Jamaica,JAM,1995,0,1,2,1,0
Jamaica,JAM,1996,0,1,2,1,0
Jamaica,JAM,1997,0,1,2,1,0
Jamaica,JAM,1998,0,1,2,1,0
Jamaica,JAM,1999,0,1,3,1,0
Jamaica,JAM,2000,0,1,3,2,0
Jamaica,JAM,2001,0,1,3,1,0
Jamaica,JAM,2002,0,1,2,1,0
Jamaica,JAM,2003,0,1,2,1,0
Jamaica,JAM,2004,0,1,2,1,0
Jamaica,JAM,2005,0,1,2,1,0
Jamaica,JAM,2006,0,1,2,1,0
Jamaica,JAM,2007,0,1,2,1,0
Jamaica,JAM,2008,0,1,2,2,0
Jamaica,JAM,2009,0,1,2,2,0
Jamaica,JAM,2010,0,1,2,1,0
Jamaica,JAM,2011,0,1,2,1,0
Jamaica,JAM,2012,0,1,2,1,0
Jamaica,JAM,2013,0,1,2,1,0
Jamaica,JAM,2014,0,1,2,2,0
Jamaica,JAM,2015,0,1,2,2,0
Jamaica,JAM,2016,0,1,2,2,0
Jamaica,JAM,2017,0,1,3,2,0
Jamaica,JAM,2018,0,1,3,2,0
Jamaica,JAM,2019,0,2,3,2,0
Japan,JPN,1990,0,18,199,35,0
Japan,JPN,1991,0,20,210,38,0
Japan,JPN,1992,0,21,220,42,0
Japan,JPN,1993,0,23,224,45,0
Japan,JPN,1994,0,25,226,49,0
Japan,JPN,1995,0,28,241,56,0
Japan,JPN,1996,0,31,252,61,0
Japan,JPN,1997,0,33,260,66,0
Japan,JPN,1998,0,36,273,72,0
Japan,JPN,1999,0,40,286,80,0
Japan,JPN,2000,0,42,285,82,0
Japan,JPN,2001,0,45,283,84,0
Japan,JPN,2002,0,50,279,85,0
Japan,JPN,2003,0,55,283,86,0
Japan,JPN,2004,0,60,284,88,0
Japan,JPN,2005,0,67,284,89,0
Japan,JPN,2006,0,73,280,89,0
Japan,JPN,2007,0,81,279,90,0
Japan,JPN,2008,0,88,276,90,0
Japan,JPN,2009,0,95,275,91,0
Japan,JPN,2010,0,104,269,93,0
Japan,JPN,2011,0,115,268,96,0
Japan,JPN,2012,0,125,250,95,0
Japan,JPN,2013,0,134,237,94,0
Japan,JPN,2014,0,143,229,95,0
Japan,JPN,2015,0,151,214,94,0
Japan,JPN,2016,0,160,208,96,0
Japan,JPN,2017,0,167,204,96,0
Japan,JPN,2018,0,173,210,95,0
Japan,JPN,2019,0,181,213,95,0
Jordan,JOR,1990,0,0,3,1,0
Jordan,JOR,1991,0,0,3,1,0
Jordan,JOR,1992,0,0,4,1,0
Jordan,JOR,1993,0,0,4,1,0
Jordan,JOR,1994,0,0,4,1,0
Jordan,JOR,1995,0,0,4,1,0
Jordan,JOR,1996,0,0,5,1,0
Jordan,JOR,1997,0,0,5,1,0
Jordan,JOR,1998,0,1,5,1,0
Jordan,JOR,1999,0,1,5,1,0
Jordan,JOR,2000,0,1,5,1,0
Jordan,JOR,2001,0,1,5,1,0
Jordan,JOR,2002,0,1,5,1,0
Jordan,JOR,2003,0,1,6,1,0
Jordan,JOR,2004,0,1,6,1,0
Jordan,JOR,2005,0,1,6,2,0
Jordan,JOR,2006,0,1,6,2,0
Jordan,JOR,2007,0,1,6,2,0
Jordan,JOR,2008,0,1,6,2,0
Jordan,JOR,2009,0,1,6,2,0
Jordan,JOR,2010,0,1,6,2,0
Jordan,JOR,2011,0,1,6,2,0
